ID,Station (ft),Velocity 'Max' (feet/sec)
4861,3353.194,8.677
4862,3354.043,8.7
4863,3354.914,8.724
4864,3355.807,8.749
4865,3356.713,8.775
4866,3357.623,8.771
4867,3358.534,8.713
4868,3359.445,8.656
4869,3359.898,8.624
4870,3360.352,8.592
4871,3361.243,8.535
4872,3361.708,8.512
4873,3362.103,8.519
4874,3362.932,8.548
4875,3363.749,8.582
4876,3364.575,8.613
4877,3365.096,8.629
4878,3365.412,8.639
4879,3366.248,8.67
4880,3367.073,8.649
4881,3367.478,8.639
4882,3367.883,8.692
4883,3368.679,8.62
4884,3369.461,8.618
4885,3370.238,8.619
4886,3370.833,8.612
4887,3371.024,8.61
4888,3371.838,8.584
4889,3372.686,8.543
4890,3373.598,8.5
4891,3374.701,8.497
4892,3376.086,8.633
4893,3376.85,8.767
4894,3377.614,8.992
4895,3378.249,9.071
4896,3379.131,9.134
4897,3379.891,9.182
4898,3380.652,9.225
4899,3381.413,9.268
4900,3382.175,9.308
4901,3383.017,9.351
4902,3383.859,9.409
4903,3384.721,9.469
4904,3385.582,9.534
4905,3386.372,9.824
4906,3387.162,9.83
4907,3388.548,9.789
4908,3388.638,9.784
4909,3390.005,9.649
4910,3391.176,9.651
4911,3392.158,9.606
4912,3393.043,9.568
4913,3393.905,9.534
4914,3394.765,9.516
4915,3395.624,9.503
4916,3396.531,9.469
4917,3397.365,9.425
4918,3397.579,9.417
4919,3398.785,9.272
4920,3400.019,9.172
4921,3401.13,9.127
4922,3402.093,9.132
4923,3402.977,9.183
4924,3403.844,9.244
4925,3404.724,9.294
4926,3405.175,9.31
4927,3405.625,9.331
4928,3406.083,9.337
4929,3406.543,9.346
4930,3406.889,9.352
4931,3407.472,9.334
4932,3408.408,9.303
4933,3409.343,9.278
4934,3410.272,9.265
4935,3411.204,9.242
4936,3412.197,9.229
4937,3413.331,9.216
4938,3414.596,9.202
4939,3415.828,9.189
4940,3416.903,9.153
4941,3417.809,9.222
4942,3418.235,9.071
4943,3418.66,9.041
4944,3419.091,9.017
4945,3419.522,8.996
4946,3420.391,8.997
4947,3421.251,9.065
4948,3422.104,9.166
4949,3422.533,9.223
4950,3422.961,9.429
4951,3423.403,9.343
4952,3423.845,9.407
4953,3424.042,9.438
4954,3424.78,9.558
4955,3424.845,9.563
4956,3425.502,9.611
4957,3425.764,9.631
4958,3426.75,9.703
4959,3427.689,9.772
4960,3428.568,9.837
4961,3429.398,9.901
4962,3430.185,9.982
4963,3430.947,10.058
4964,3431.762,10.145
4965,3432.744,10.247
4966,3433.816,10.358
4967,3433.962,10.361
4968,3435.389,10.393
4969,3436.147,10.427
4970,3436.905,10.438
4971,3438.32,10.459
4972,3439.483,10.434
4973,3440.412,10.302
4974,3440.61,10.304
4975,3441.221,10.309
4976,3441.958,10.334
4977,3442.543,10.355
4978,3442.817,10.363
4979,3442.889,10.361
4980,3443.085,10.356
4981,3443.233,10.352
4982,3443.333,10.35
4983,3443.558,10.344
4984,3443.776,10.339
4985,3443.872,10.336
4986,3444.015,10.332
4987,3444.19,10.328
4988,3444.377,10.323
4989,3444.563,10.319
4990,3445.504,10.319
4991,3446.304,10.294
4992,3447.103,10.251
4993,3447.922,10.204
4994,3448.741,10.144
4995,3449.879,10.064
4996,3450.55,10.02
4997,3450.696,10.01
4998,3451.194,9.98
4999,3451.471,9.967
5000,3452.164,9.949
5001,3452.265,9.945
5002,3452.666,9.93
5003,3453.066,9.921
5004,3453.892,9.886
5005,3453.935,9.885
5006,3454.756,9.859
5007,3455.657,9.834
5008,3456.579,9.811
5009,3457.508,9.791
5010,3458.437,9.77
5011,3459.357,9.75
5012,3460.252,9.73
5013,3460.767,9.718
5014,3461.113,9.701
5015,3461.951,9.66
5016,3462.742,9.622
5017,3463.359,9.593
5018,3463.695,9.577
5019,3463.855,9.569
5020,3463.963,9.564
5021,3464.035,9.561
5022,3464.2,9.553
5023,3465.056,9.538
5024,3465.912,9.357
5025,3466.669,9.222
5026,3467.794,9.04
5027,3469.222,8.777
5028,3469.286,8.765
5029,3470.224,8.634
5030,3471.617,8.525
5031,3473.053,8.422
5032,3474.49,8.327
5033,3475.495,8.264
5034,3476.5,8.069
5035,3477.612,8.062
5036,3478.491,8.066
5037,3478.752,8.06
5038,3479.405,8.037
5039,3480.326,7.992
5040,3481.249,7.944
5041,3482.172,7.896
5042,3483.097,7.852
5043,3484.025,7.785
5044,3484.946,7.727
5045,3485.847,7.686
5046,3486.721,7.657
5047,3487.152,7.644
5048,3487.583,7.629
5049,3487.732,7.624
5050,3488.451,7.619
5051,3489.33,7.61
5052,3490.215,7.6
5053,3491.102,7.59
5054,3491.971,7.586
5055,3492.79,7.571
5056,3493.554,7.568
5057,3494.308,7.569
5058,3495.11,7.549
5059,3495.982,7.523
5060,3496.471,7.509
5061,3496.908,7.549
5062,3497.859,7.636
5063,3498.816,7.722
5064,3499.774,7.809
5065,3500.732,7.897
5066,3501.69,7.922
5067,3502.648,7.908
5068,3503.606,7.895
5069,3504.558,7.885
5070,3505.485,7.882
5071,3505.697,7.884
5072,3506.366,7.89
5073,3507.205,7.898
5074,3508.032,7.906
5075,3508.873,7.914
5076,3509.303,7.918
5077,3509.731,7.922
5078,3510.602,7.925
5079,3511.489,7.926
5080,3512.394,7.926
5081,3513.307,7.927
5082,3514.159,7.928
5083,3514.213,7.928
5084,3515.094,7.927
5085,3515.925,7.93
5086,3516.682,7.937
5087,3517.36,7.95
5088,3517.997,7.966
5089,3518.649,7.981
5090,3519.331,7.996
5091,3520.004,8.012
5092,3520.323,8.021
5093,3520.643,8.071
5094,3520.989,8.043
5095,3521.335,8.056
5096,3522.213,8.093
5097,3523.23,8.137
5098,3523.67,8.156
5099,3524.22,8.18
5100,3524.887,8.209
5101,3525.641,8.242
5102,3526.395,8.275
5103,3527.148,8.308
5104,3527.902,8.344
5105,3528.57,8.427
5106,3529.56,8.55
5107,3530.577,8.678
5108,3531.456,8.79
5109,3531.807,8.835
5110,3532.055,8.867
5111,3532.158,8.88
5112,3532.492,8.925
5113,3532.826,8.975
5114,3533.137,9.029
5115,3533.581,9.082
5116,3533.965,9.13
5117,3534.425,9.188
5118,3535.309,9.303
5119,3535.749,9.361
5120,3536.189,9.503
5121,3536.616,9.479
5122,3537.042,9.538
5123,3537.856,9.58
5124,3538.583,9.584
5125,3539.176,9.589
5126,3539.66,9.593
5127,3539.88,9.596
5128,3540.1,9.63
5129,3540.302,9.601
5130,3540.505,9.604
5131,3540.642,9.606
5132,3540.778,9.625
5133,3541.395,9.618
5134,3541.653,9.622
5135,3542.013,9.58
5136,3542.286,9.547
5137,3542.691,9.496
5138,3543.133,9.441
5139,3543.63,9.383
5140,3544.25,9.318
5141,3545.002,9.243
5142,3545.811,9.163
5143,3546.212,9.135
5144,3546.613,9.166
5145,3547.399,9.059
5146,3548.207,9.016
5147,3549.062,8.994
5148,3549.955,9.005
5149,3550.067,9.011
5150,3550.851,9.156
5151,3551.281,9.088
5152,3551.307,9.079
5153,3551.711,9.126
5154,3552.184,9.141
5155,3552.658,9.181
5156,3553.435,9.253
5157,3554.212,9.337
5158,3555.439,9.488
5159,3556.664,9.499
5160,3557.184,9.503
5161,3557.518,9.506
5162,3557.783,9.509
5163,3557.833,9.509
5164,3558.211,9.513
5165,3558.654,9.517
5166,3558.959,9.52
5167,3558.993,9.52
5168,3559.096,9.521
5169,3559.602,9.527
5170,3560.589,9.53
5171,3561.406,9.522
5172,3561.961,9.5
5173,3562.299,9.486
5174,3562.486,9.476
5175,3562.557,9.472
5176,3562.627,9.536
5177,3562.721,9.462
5178,3562.935,9.45
5179,3563.044,9.443
5180,3563.152,9.436
5181,3563.2,9.432
5182,3563.248,9.429
5183,3563.391,9.42
5184,3563.58,9.412
5185,3563.92,9.41
5186,3564.502,9.397
5187,3565.244,9.388
5188,3566.036,9.381
5189,3566.837,9.374
5190,3567.645,9.368
5191,3568.21,9.365
5192,3568.454,9.386
5193,3569.264,9.454
5194,3570.077,9.52
5195,3570.898,9.582
5196,3571.735,9.639
5197,3572.589,9.692
5198,3573.448,9.679
5199,3574.287,9.641
5200,3575.08,9.633
5201,3575.827,9.653
5202,3576.546,9.686
5203,3577.254,9.718
5204,3577.543,9.727
5205,3577.968,9.71
5206,3578.331,9.696
5207,3578.694,9.719
5208,3579.06,9.668
5209,3579.425,9.654
5210,3580.156,9.627
5211,3580.877,9.599
5212,3581.583,9.572
5213,3582.271,9.557
5214,3582.977,9.597
5215,3583.807,9.648
5216,3584.999,9.73
5217,3585.79,9.788
5218,3586.581,9.852
5219,3586.833,9.856
5220,3588.028,9.892
5221,3589.223,9.924
5222,3590.401,9.956
5223,3591.579,9.781
5224,3592.46,9.768
5225,3593.34,9.756
5226,3594.529,9.855
5227,3595.097,9.983
5228,3595.589,10.097
5229,3596.779,10.384
5230,3598.004,10.672
5231,3599.116,10.927
5232,3600.099,11.003
5233,3600.992,10.848
5234,3601.835,10.705
5235,3602.676,10.566
5236,3603.558,10.423
5237,3604.464,10.279
5238,3604.537,10.267
5239,3605.327,10.181
5240,3605.72,10.141
5241,3606.112,10.091
5242,3606.48,10.065
5243,3606.848,10.03
5244,3607.598,9.963
5245,3608.37,9.897
5246,3609.127,9.833
5247,3609.845,9.757
5248,3610.539,9.704
5249,3611.23,9.672
5250,3611.929,9.714
5251,3612.28,9.666
5252,3612.631,9.675
5253,3612.985,9.691
5254,3613.339,9.723
5255,3613.533,9.727
5256,3613.698,9.739
5257,3614.057,9.769
5258,3614.787,9.848
5259,3615.524,9.949
5260,3616.266,10.093
5261,3617.013,10.219
5262,3617.761,10.385
5263,3618.508,10.469
5264,3618.89,10.524
5265,3619.271,10.567
5266,3619.667,10.613
5267,3620.064,10.642
5268,3620.485,10.717
5269,3620.907,10.774
5270,3621.367,10.842
5271,3621.826,10.912
5272,3622.489,11.022
5273,3622.816,11.031
5274,3623.812,11.063
5275,3624.754,11.1
5276,3625.642,11.141
5277,3626.08,11.117
5278,3626.517,11.187
5279,3626.961,11.193
5280,3627.406,11.183
5281,3628.308,11.179
5282,3629.219,11.193
5283,3630.131,11.205
5284,3631.043,11.202
5285,3631.503,11.192
5286,3631.955,11.187
5287,3632.867,11.184
5288,3633.779,11.188
5289,3634.236,11.194
5290,3634.692,11.175
5291,3635.603,11.223
5292,3635.98,11.234
5293,3636.51,11.216
5294,3637.408,11.189
5295,3638.295,11.17
5296,3639.173,11.158
5297,3640.045,11.153
5298,3640.471,11.153
5299,3640.916,11.115
5300,3641.787,11.044
5301,3642.658,10.978
5302,3643.529,10.919
5303,3644.4,10.866
5304,3645.276,10.83
5305,3645.721,10.785
5306,3646.165,10.755
5307,3647.077,10.697
5308,3648.012,10.64
5309,3648.96,10.583
5310,3649.452,10.553
5311,3649.912,10.561
5312,3650.866,10.578
5313,3651.819,10.595
5314,3652.771,10.612
5315,3653.722,10.63
5316,3654.67,10.663
5317,3655.616,10.702
5318,3656.561,10.741
5319,3657.504,10.781
5320,3658.44,10.82
5321,3659.389,10.77
5322,3660.333,10.721
5323,3661.273,10.672
5324,3662.223,10.625
5325,3663.168,10.541
5326,3664.113,10.433
5327,3665.058,10.335
5328,3666.003,10.248
5329,3666.875,10.178
5330,3666.948,10.181
5331,3667.778,10.228
5332,3667.889,10.226
5333,3668.817,10.22
5334,3669.721,10.232
5335,3670.596,10.265
5336,3671.449,10.317
5337,3672.286,10.319
5338,3673.113,10.272
5339,3673.94,10.229
5340,3674.361,10.204
5341,3674.783,10.18
5342,3675.655,10.119
5343,3675.888,10.104
5344,3676.546,10.149
5345,3677.449,10.234
5346,3678.412,10.34
5347,3679.511,10.458
5348,3680.733,10.567
5349,3681.959,10.47
5350,3683.072,10.383
5351,3684.069,10.307
5352,3685.008,10.227
5353,3685.404,10.203
5354,3685.932,10.168
5355,3686.134,10.155
5356,3686.855,10.109
5357,3687.776,10.049
5358,3688.695,9.99
5359,3689.603,9.931
5360,3690.495,9.882
5361,3690.936,9.86
5362,3691.377,9.838
5363,3691.818,9.816
5364,3692.259,9.791
5365,3693.15,9.75
5366,3694.053,9.707
5367,3694.38,9.692
5368,3694.974,9.691
5369,3695.914,9.692
5370,3696.866,9.694
5371,3697.819,9.69
5372,3698.581,9.7
5373,3698.765,9.706
5374,3699.698,9.751
5375,3700.62,9.797
5376,3701.535,9.848
5377,3702.448,9.903
5378,3702.856,9.928
5379,3703.36,9.962
5380,3703.762,9.992
5381,3704.268,10.034
5382,3705.185,10.11
5383,3705.196,10.111
5384,3706.097,10.186
5385,3707.01,10.263
5386,3707.922,10.339
5387,3708.835,10.374
5388,3709.381,10.39
5389,3709.746,10.401
5390,3710.652,10.431
5391,3711.554,10.461
5392,3712.345,10.487
5393,3712.457,10.483
5394,3713.366,10.453
5395,3714.281,10.418
5396,3715.198,10.388
5397,3716.108,10.366
5398,3717.006,10.329
5399,3717.887,10.271
5400,3718.752,10.223
5401,3719.607,10.176
5402,3720.035,10.15
5403,3720.463,10.128
5404,3720.669,10.119
5405,3720.897,10.114
5406,3721.33,10.108
5407,3721.832,10.106
5408,3722.205,10.092
5409,3723.083,10.058
5410,3723.966,10.027
5411,3724.859,10
5412,3725.769,9.98
5413,3726.691,9.947
5414,3727.619,9.913
5415,3728.543,9.878
5416,3729.457,9.844
5417,3729.972,9.825
5418,3730.364,9.826
5419,3731.27,9.826
5420,3732.193,9.833
5421,3732.461,9.838
5422,3733.161,9.853
5423,3734.186,9.885
5424,3735.223,9.927
5425,3736.219,9.981
5426,3737.161,10.03
5427,3738.054,10.078
5428,3738.929,10.123
5429,3739.308,10.143
5430,3739.815,10.188
5431,3740.731,10.269
5432,3741.667,10.351
5433,3742.603,10.433
5434,3743.534,10.515
5435,3744.46,10.589
5436,3745.385,10.66
5437,3746.31,10.733
5438,3747.235,10.806
5439,3748.16,10.88
5440,3748.284,10.89
5441,3749.085,10.894
5442,3750.009,10.897
5443,3750.932,10.899
5444,3751.851,10.904
5445,3752.761,10.912
5446,3753.664,10.917
5447,3754.561,10.941
5448,3755.459,10.985
5449,3756.385,11.032
5450,3756.684,11.046
5451,3757.421,10.677
5452,3758.008,10.485
5453,3758.691,10.382
5454,3759.446,10.272
5455,3760.2,10.162
5456,3760.968,10.049
5457,3761.735,9.935
5458,3763.06,9.847
5459,3764.137,9.806
5460,3765.074,9.767
5461,3765.957,9.736
5462,3766.242,9.723
5463,3766.801,9.702
5464,3767.592,9.671
5465,3768.324,9.604
5466,3769.012,9.616
5467,3769.681,9.558
5468,3770.364,9.54
5469,3771.104,9.513
5470,3771.929,9.471
5471,3772.828,9.418
5472,3773.768,9.359
5473,3774.72,9.292
5474,3775.253,9.25
5475,3775.669,9.207
5476,3776.602,9.111
5477,3777.507,9.018
5478,3778.378,8.929
5479,3779.23,8.842
5480,3780.076,8.739
5481,3780.93,8.616
5482,3781.791,8.507
5483,3782.648,8.377
5484,3783.489,8.259
5485,3783.615,8.24
5486,3784.308,8.215
5487,3784.649,8.24
5488,3785.109,8.244
5489,3785.889,8.263
5490,3786.653,8.332
5491,3787.412,8.37
5492,3788.18,8.411
5493,3788.567,8.392
5494,3788.954,8.368
5495,3789.339,8.312
5496,3789.723,8.291
5497,3790.481,8.181
5498,3791.239,8.072
5499,3792.015,7.962
5500,3792.807,7.851
5501,3793.636,7.922
5502,3794.481,7.908
5503,3795.364,7.965
5504,3795.823,8.004
5505,3796.282,8.174
5506,3797.222,8.273
5507,3798.19,8.272
5508,3799.24,8.153
5509,3800.443,8.166
5510,3801.849,8.208
5511,3802.198,8.221
5512,3803.511,8.226
5513,3804.52,8.241
5514,3805.528,8.265
5515,3806.691,8.285
5516,3807.853,8.161
5517,3808.984,8.045
5518,3810.115,7.931
5519,3810.671,7.882
5520,3810.909,7.849
5521,3811.633,7.769
5522,3811.915,7.758
5523,3813.204,7.747
5524,3814.195,7.719
5525,3815.084,7.631
5526,3815.959,7.6
5527,3816.838,7.591
5528,3817.726,7.556
5529,3818.618,7.524
5530,3819.517,7.514
5531,3819.898,7.504
5532,3820.428,7.518
5533,3820.455,7.459
5534,3821.339,7.416
5535,3821.763,7.41
5536,3822.231,7.404
5537,3823.093,7.421
5538,3823.936,7.457
5539,3824.77,7.432
5540,3825.597,7.498
5541,3826.414,7.384
5542,3827.222,7.4
5543,3827.787,7.359
5544,3827.799,7.359
5545,3828.026,7.355
5546,3828.281,7.351
5547,3828.339,7.347
5548,3828.832,7.313
5549,3829.642,7.26
5550,3830.052,7.234
5551,3830.462,7.2
5552,3831.291,7.149
5553,3832.125,7.102
5554,3832.96,7.042
5555,3833.795,6.993
5556,3834.626,6.926
5557,3835.442,6.873
5558,3835.855,6.847
5559,3836.237,6.877
5560,3837.009,6.937
5561,3837.777,6.994
5562,3838.601,7.053
5563,3839.572,7.118
5564,3840.707,7.192
5565,3841.897,7.227
5566,3843.011,7.228
5567,3844.007,7.23
5568,3844.906,7.232
5569,3845.746,7.282
5570,3846.146,7.237
5571,3846.546,7.239
5572,3847.124,7.242
5573,3847.341,7.239
5574,3848.155,7.25
5575,3848.995,7.27
5576,3849.856,7.297
5577,3850.731,7.411
5578,3851.625,7.382
5579,3852.49,7.405
5580,3852.541,7.407
5581,3853.474,7.433
5582,3854.416,7.461
5583,3855.36,7.494
5584,3855.685,7.507
5585,3856.304,7.546
5586,3856.579,7.565
5587,3857.246,7.574
5588,3858.179,7.589
5589,3859.099,7.608
5590,3860.002,7.628
5591,3860.887,7.648
5592,3861.752,7.627
5593,3862.6,7.604
5594,3863.44,7.583
5595,3864.283,7.568
5596,3865.08,7.564
5597,3865.132,7.564
5598,3865.978,7.592
5599,3866.814,7.619
5600,3867.642,7.649
5601,3868.464,7.68
5602,3869.281,7.713
5603,3870.095,7.783
5604,3870.921,7.889
5605,3871.767,7.999
5606,3872.624,8.113
5607,3873.481,8.23
5608,3873.517,8.235
5609,3874.122,8.32
5610,3874.333,8.328
5611,3875.188,8.363
5612,3875.621,8.351
5613,3876.054,8.358
5614,3876.937,8.377
5615,3877.838,8.485
5616,3878.757,8.444
5617,3879.686,8.393
5618,3880.618,8.345
5619,3881.546,8.301
5620,3882.461,8.265
5621,3883.054,8.249
5622,3883.356,8.24
5623,3884.23,8.229
5624,3885.092,8.221
5625,3885.954,8.214
5626,3886.829,8.208
5627,3887.72,8.164
5628,3888.623,8.063
5629,3889.53,7.969
5630,3890.435,7.882
5631,3891.335,7.803
5632,3891.661,7.777
5633,3892.229,7.74
5634,3892.518,7.72
5635,3892.698,7.725
5636,3893.124,7.735
5637,3894.023,7.761
5638,3894.927,7.789
5639,3895.832,7.82
5640,3896.733,7.855
5641,3897.629,7.918
5642,3898.519,7.992
5643,3899.408,8.073
5644,3900.297,8.159
5645,3901.022,8.232
5646,3901.185,8.237
5647,3902.07,8.267
5648,3902.945,8.3
5649,3903.809,8.392
5650,3904.662,8.376
5651,3905.496,8.418
5652,3906.283,8.351
5653,3907.018,8.287
5654,3907.749,8.226
5655,3908.528,8.163
5656,3908.947,8.13
5657,3909.367,8.105
5658,3909.803,8.065
5659,3910.019,8.049
5660,3910.24,8.04
5661,3911.119,8.001
5662,3911.985,7.964
5663,3912.828,7.929
5664,3913.647,7.895
5665,3914.452,7.862
5666,3915.251,7.886
5667,3915.648,7.901
5668,3916.045,7.915
5669,3916.445,7.93
5670,3916.844,7.944
5671,3917.661,7.975
5672,3918.502,8.007
5673,3918.992,8.026
5674,3919.359,8.023
5675,3920.223,8.018
5676,3921.088,8.014
5677,3921.953,8.011
5678,3922.817,8.012
5679,3923.68,7.988
5680,3924.534,7.926
5681,3925.373,7.869
5682,3926.195,7.817
5683,3927.012,7.766
5684,3927.654,7.727
5685,3927.828,7.72
5686,3928.636,7.691
5687,3929.428,7.668
5688,3930.212,7.648
5689,3931,7.63
5690,3931.804,7.611
5691,3932.62,7.601
5692,3933.442,7.608
5693,3934.252,7.621
5694,3935.044,7.646
5695,3935.821,7.681
5696,3936.594,7.72
5697,3936.96,7.738
5698,3937.367,7.747
5699,3938.139,7.763
5700,3938.908,7.777
5701,3939.669,7.788
5702,3940.421,7.796
5703,3941.16,7.804
5704,3941.886,7.733
5705,3942.601,7.679
5706,3943.312,7.637
5707,3944.022,7.6
5708,3944.734,7.567
5709,3945.424,7.54
5710,3945.454,7.544
5711,3946.199,7.658
5712,3946.993,7.789
5713,3947.849,7.946
5714,3948.751,8.124
5715,3949.676,8.315
5716,3950.606,8.463
5717,3951.072,8.508
5718,3951.537,8.603
5719,3952.465,8.644
5720,3953.391,8.735
5721,3954.315,8.832
5722,3954.912,8.881
5723,3955.236,8.917
5724,3955.691,8.851
5725,3956.146,8.834
5726,3957.042,8.8
5727,3957.925,8.767
5728,3958.805,8.735
5729,3959.687,8.754
5730,3960.574,8.891
5731,3961.464,9.032
5732,3962.358,9.176
5733,3963.254,9.323
5734,3963.927,9.436
5735,3964.15,9.404
5736,3965.046,9.278
5737,3965.942,9.158
5738,3966.835,9.046
5739,3967.717,8.95
5740,3968.577,8.882
5741,3969.414,8.859
5742,3970.232,8.852
5743,3971.035,8.862
5744,3971.828,8.888
5745,3972.63,8.907
5746,3972.889,8.905
5747,3973.454,8.86
5748,3973.823,8.826
5749,3974.282,8.787
5750,3975.085,8.734
5751,3975.861,8.717
5752,3976.639,8.74
5753,3977.448,8.768
5754,3978.292,8.725
5755,3979.15,8.683
5756,3979.998,8.636
5757,3980.823,8.584
5758,3981.629,8.527
5759,3981.771,8.516
5760,3982.424,8.544
5761,3983.216,8.588
5762,3984.021,8.643
5763,3984.847,8.711
5764,3985.678,8.79
5765,3986.495,8.867
5766,3986.899,8.893
5767,3987.304,9.003
5768,3988.12,8.973
5769,3988.942,9.029
5770,3989.763,9.087
5771,3990.578,9.146
5772,3990.864,9.168
5773,3991.391,9.119
5774,3992.202,9.043
5775,3993.014,8.967
5776,3993.826,8.89
5777,3994.638,8.809
5778,3995.451,8.69
5779,3996.268,8.538
5780,3997.097,8.398
5781,3997.944,8.283
5782,3998.809,8.205
5783,3999.337,8.18
5784,3999.687,8.254
5785,3999.739,8.266
5786,4000.574,8.462
5787,4001.472,8.688
5788,4002.38,8.929
5789,4003.292,9.183
5790,4004.204,9.438
5791,4005.115,9.574
5792,4006.026,9.687
5793,4006.937,9.775
5794,4007.848,9.841
5795,4008.759,9.88
5796,4008.837,9.88
5797,4008.864,9.881
5798,4009.668,9.911
5799,4010.576,9.91
5800,4011.484,9.897
5801,4012.394,9.895
5802,4013.304,9.808
5803,4014.213,9.564
5804,4015.123,9.352
5805,4015.374,9.299
5806,4016.026,9.168
5807,4016.913,9.023
5808,4017.109,8.997
5809,4017.772,8.939
5810,4018.609,8.884
5811,4019.438,8.848
5812,4020.267,8.83
5813,4020.684,8.828
5814,4021.101,8.838
5815,4021.524,8.835
5816,4021.947,8.831
5817,4022.815,8.76
5818,4023.704,8.693
5819,4024.605,8.632
5820,4025.506,8.581
5821,4026.398,8.538
5822,4026.523,8.532
5823,4027.271,8.66
5824,4028.128,8.815
5825,4028.553,8.898
5826,4028.978,9.052
5827,4029.401,9.075
5828,4029.825,9.167
5829,4030.67,9.366
5830,4031.065,9.462
5831,4031.512,9.544
5832,4032.354,9.677
5833,4033.194,9.809
5834,4034.033,9.933
5835,4034.867,10.052
5836,4035.7,10.173
5837,4035.791,10.186
5838,4036.544,10.272
5839,4037.409,10.368
5840,4038.293,10.476
5841,4039.195,10.603
5842,4040.112,10.749
5843,4041.034,10.778
5844,4041.95,10.781
5845,4042.855,10.777
5846,4043.745,10.767
5847,4044.173,10.76
5848,4044.601,10.751
5849,4044.691,10.75
5850,4045.396,10.793
5851,4046.124,10.842
5852,4046.812,10.893
5853,4047.502,10.944
5854,4048.227,10.992
5855,4048.989,11.031
5856,4049.772,11.011
5857,4050.558,10.993
5858,4051.346,11.013
5859,4052.15,11.091
5860,4052.977,11.229
5861,4053.762,11.4
5862,4053.817,11.416
5863,4054.659,11.662
5864,4055.502,11.921
5865,4056.343,12.19
5866,4057.185,12.467
5867,4058.027,12.726
5868,4058.869,12.733
5869,4059.712,12.783
5870,4060.558,12.876
5871,4061.413,13.015
5872,4062.106,13.161
5873,4062.286,13.206
5874,4063.185,13.213
5875,4063.244,13.198
5876,4063.643,13.113
5877,4064.101,13.03
5878,4064.554,12.964
5879,4065.008,12.915
5880,4065.883,12.868
5881,4066.723,12.882
5882,4067.546,12.942
5883,4068.377,12.911
5884,4069.236,12.887
5885,4070.119,12.869
5886,4071.003,12.859
5887,4071.438,12.857
5888,4071.734,12.857
5889,4071.873,12.83
5890,4072.302,12.748
5891,4072.73,12.672
5892,4073.583,12.533
5893,4074.435,12.414
5894,4075.287,12.316
5895,4076.138,12.243
5896,4076.563,12.257
5897,4076.987,12.312
5898,4077.829,12.362
5899,4078.663,12.415
5900,4079.079,12.433
5901,4079.494,12.464
5902,4080.319,12.526
5903,4080.715,12.556
5904,4081.13,12.573
5905,4081.922,12.606
5906,4082.704,12.639
5907,4083.48,12.672
5908,4084.256,12.706
5909,4085.037,12.741
5910,4085.837,12.74
5911,4086.666,12.73
5912,4087.519,12.72
5913,4088.384,12.711
5914,4089.254,12.703
5915,4089.689,12.699
5916,4089.699,12.699
5917,4090.123,12.647
5918,4090.558,12.588
5919,4090.993,12.529
5920,4091.863,12.408
5921,4092.732,12.286
5922,4093.603,12.168
5923,4094.309,12.077
5924,4094.475,12.048
5925,4095.355,11.917
5926,4096.243,11.806
5927,4097.138,11.704
5928,4098.032,11.604
5929,4098.689,11.529
5930,4098.919,11.512
5931,4099.793,11.451
5932,4100.653,11.406
5933,4101.5,11.365
5934,4102.332,11.325
5935,4103.15,11.28
5936,4103.959,11.197
5937,4104.764,11.115
5938,4105.566,11.034
5939,4105.97,10.994
5940,4106.373,10.969
5941,4106.779,10.914
5942,4107.186,10.873
5943,4107.258,10.866
5944,4108.003,10.865
5945,4108.022,10.865
5946,4108.823,10.762
5947,4109.643,10.664
5948,4110.463,10.579
5949,4111.28,10.514
5950,4112.085,10.482
5951,4112.868,10.52
5952,4113.621,10.595
5953,4114.34,10.666
5954,4115.033,10.73
5955,4115.72,10.792
5956,4116.427,10.858
5957,4116.642,10.88
5958,4117.164,10.942
5959,4117.934,11.037
5960,4118.729,11.141
5961,4119.531,11.25
5962,4120.329,11.364
5963,4121.125,11.482
5964,4121.919,11.589
5965,4122.71,11.704
5966,4123.508,11.828
5967,4124.322,11.962
5968,4125.146,12.106
5969,4125.668,12.202
5970,4125.974,12.289
5971,4126.801,12.528
5972,4127.626,12.769
5973,4128.45,13.011
5974,4129.279,13.255
5975,4130.125,13.506
5976,4130.996,13.47
5977,4131.898,13.445
5978,4132.825,13.442
5979,4133.765,13.454
5980,4134.625,13.47
5981,4134.642,13.471
5982,4134.709,13.474
5983,4135.653,13.516
5984,4136.597,13.557
5985,4137.537,13.599
5986,4138.467,13.642
5987,4139.376,13.65
5988,4140.26,13.649
5989,4141.125,13.654
5990,4141.98,13.664
5991,4142.834,13.685
5992,4142.931,13.69
5993,4143.684,13.876
5994,4144.531,14.121
5995,4145.375,14.403
5996,4146.217,14.711
5997,4147.06,15.034
5998,4147.901,15.325
5999,4148.743,15.405
6000,4149.581,15.466
6001,4150.409,15.511
6002,4151.216,15.557
6003,4151.606,15.58
6004,4151.995,15.617
6005,4152.293,15.629
6006,4152.586,15.64
6007,4152.749,15.66
6008,4153.494,15.755
6009,4154.255,15.865
6010,4155.042,15.99
6011,4155.864,16.135
6012,4156.732,16.302
6013,4157.641,16.445
6014,4158.572,16.584
6015,4159.51,16.744
6016,4160.448,16.925
6017,4161.386,17.125
6018,4161.582,17.17
6019,4162.324,17.448
6020,4163.262,17.806
6021,4164.2,18.171
6022,4165.138,18.543
6023,4166.077,18.903
6024,4167.015,19.23
