OBJECTID *,Shape *,ORIG_FID,FID_,FID_lidar2,Shape_Leng,elev
395,Point Z,0,6,0,4507.954197,370.241844
396,Point Z,0,6,0,4507.954197,370.241516
397,Point Z,0,6,0,4507.954197,370.241188
398,Point Z,0,6,0,4507.954197,370.241188
399,Point Z,0,6,0,4507.954197,370.24086
400,Point Z,0,6,0,4507.954197,370.025966
401,Point Z,0,6,0,4507.954197,369.848144
402,Point Z,0,6,0,4507.954197,369.847816
403,Point Z,0,6,0,4507.954197,369.847816
404,Point Z,0,6,0,4507.954197,369.847816
405,Point Z,0,6,0,4507.954197,369.847816
406,Point Z,0,6,0,4507.954197,369.847816
407,Point Z,0,6,0,4507.954197,369.847816
408,Point Z,0,6,0,4507.954197,369.847816
409,Point Z,0,6,0,4507.954197,369.847816
410,Point Z,0,6,0,4507.954197,369.847488
411,Point Z,0,6,0,4507.954197,369.847488
412,Point Z,0,6,0,4507.954197,369.847488
413,Point Z,0,6,0,4507.954197,369.847488
414,Point Z,0,6,0,4507.954197,369.847488
415,Point Z,0,6,0,4507.954197,369.84716
416,Point Z,0,6,0,4507.954197,369.84716
417,Point Z,0,6,0,4507.954197,369.84716
418,Point Z,0,6,0,4507.954197,369.84716
419,Point Z,0,6,0,4507.954197,369.84716
420,Point Z,0,6,0,4507.954197,369.846832
421,Point Z,0,6,0,4507.954197,369.846832
422,Point Z,0,6,0,4507.954197,369.846832
423,Point Z,0,6,0,4507.954197,369.846832
424,Point Z,0,6,0,4507.954197,369.846832
425,Point Z,0,6,0,4507.954197,369.846504
426,Point Z,0,6,0,4507.954197,369.846504
427,Point Z,0,6,0,4507.954197,369.846504
428,Point Z,0,6,0,4507.954197,369.846504
429,Point Z,0,6,0,4507.954197,369.846504
430,Point Z,0,6,0,4507.954197,369.846176
431,Point Z,0,6,0,4507.954197,369.846176
432,Point Z,0,6,0,4507.954197,369.846176
433,Point Z,0,6,0,4507.954197,369.846176
434,Point Z,0,6,0,4507.954197,369.846176
435,Point Z,0,6,0,4507.954197,369.845848
436,Point Z,0,6,0,4507.954197,369.845848
437,Point Z,0,6,0,4507.954197,369.845848
438,Point Z,0,6,0,4507.954197,369.845848
439,Point Z,0,6,0,4507.954197,369.845848
440,Point Z,0,6,0,4507.954197,369.84552
441,Point Z,0,6,0,4507.954197,369.84552
442,Point Z,0,6,0,4507.954197,369.84552
443,Point Z,0,6,0,4507.954197,369.84552
444,Point Z,0,6,0,4507.954197,369.845192
445,Point Z,0,6,0,4507.954197,369.845192
446,Point Z,0,6,0,4507.954197,369.845192
447,Point Z,0,6,0,4507.954197,369.845192
448,Point Z,0,6,0,4507.954197,369.844864
449,Point Z,0,6,0,4507.954197,369.844864
450,Point Z,0,6,0,4507.954197,369.844864
451,Point Z,0,6,0,4507.954197,369.844864
452,Point Z,0,6,0,4507.954197,369.844536
453,Point Z,0,6,0,4507.954197,369.844536
454,Point Z,0,6,0,4507.954197,369.844536
455,Point Z,0,6,0,4507.954197,369.844536
456,Point Z,0,6,0,4507.954197,369.844536
457,Point Z,0,6,0,4507.954197,369.844207
458,Point Z,0,6,0,4507.954197,369.844207
459,Point Z,0,6,0,4507.954197,369.844207
460,Point Z,0,6,0,4507.954197,369.843879
461,Point Z,0,6,0,4507.954197,369.843879
462,Point Z,0,6,0,4507.954197,369.843879
463,Point Z,0,6,0,4507.954197,369.843879
464,Point Z,0,6,0,4507.954197,369.843551
465,Point Z,0,6,0,4507.954197,369.843551
466,Point Z,0,6,0,4507.954197,369.628001
467,Point Z,0,6,0,4507.954197,369.582069
468,Point Z,0,6,0,4507.954197,369.581741
469,Point Z,0,6,0,4507.954197,369.581741
470,Point Z,0,6,0,4507.954197,369.581741
471,Point Z,0,6,0,4507.954197,369.581413
472,Point Z,0,6,0,4507.954197,369.581413
473,Point Z,0,6,0,4507.954197,369.581085
474,Point Z,0,6,0,4507.954197,369.581085
475,Point Z,0,6,0,4507.954197,369.581085
476,Point Z,0,6,0,4507.954197,369.580756
477,Point Z,0,6,0,4507.954197,369.580756
478,Point Z,0,6,0,4507.954197,369.580756
479,Point Z,0,6,0,4507.954197,369.580428
480,Point Z,0,6,0,4507.954197,369.580428
481,Point Z,0,6,0,4507.954197,369.5801
482,Point Z,0,6,0,4507.954197,369.5801
483,Point Z,0,6,0,4507.954197,369.5801
484,Point Z,0,6,0,4507.954197,369.579772
485,Point Z,0,6,0,4507.954197,369.579772
486,Point Z,0,6,0,4507.954197,369.579444
487,Point Z,0,6,0,4507.954197,369.579444
488,Point Z,0,6,0,4507.954197,369.579116
489,Point Z,0,6,0,4507.954197,369.579116
490,Point Z,0,6,0,4507.954197,369.578788
491,Point Z,0,6,0,4507.954197,369.57846
492,Point Z,0,6,0,4507.954197,369.57846
493,Point Z,0,6,0,4507.954197,369.578132
494,Point Z,0,6,0,4507.954197,369.578132
495,Point Z,0,6,0,4507.954197,369.577804
496,Point Z,0,6,0,4507.954197,369.577476
497,Point Z,0,6,0,4507.954197,369.577476
498,Point Z,0,6,0,4507.954197,369.577148
499,Point Z,0,6,0,4507.954197,369.57682
500,Point Z,0,6,0,4507.954197,369.57682
501,Point Z,0,6,0,4507.954197,369.576491
502,Point Z,0,6,0,4507.954197,369.576163
503,Point Z,0,6,0,4507.954197,369.576163
504,Point Z,0,6,0,4507.954197,369.575835
505,Point Z,0,6,0,4507.954197,369.575507
506,Point Z,0,6,0,4507.954197,369.575179
507,Point Z,0,6,0,4507.954197,369.575179
508,Point Z,0,6,0,4507.954197,369.574851
509,Point Z,0,6,0,4507.954197,369.574523
510,Point Z,0,6,0,4507.954197,369.574195
511,Point Z,0,6,0,4507.954197,369.574195
512,Point Z,0,6,0,4507.954197,369.573867
513,Point Z,0,6,0,4507.954197,369.573539
514,Point Z,0,6,0,4507.954197,369.573211
515,Point Z,0,6,0,4507.954197,369.572883
516,Point Z,0,6,0,4507.954197,369.572554
517,Point Z,0,6,0,4507.954197,369.572226
518,Point Z,0,6,0,4507.954197,369.571898
519,Point Z,0,6,0,4507.954197,369.57157
520,Point Z,0,6,0,4507.954197,369.282201
521,Point Z,0,6,0,4507.954197,369.228395
522,Point Z,0,6,0,4507.954197,369.227739
523,Point Z,0,6,0,4507.954197,369.227083
524,Point Z,0,6,0,4507.954197,369.226755
525,Point Z,0,6,0,4507.954197,369.226098
526,Point Z,0,6,0,4507.954197,369.225442
527,Point Z,0,6,0,4507.954197,369.225114
528,Point Z,0,6,0,4507.954197,369.224458
529,Point Z,0,6,0,4507.954197,369.223802
530,Point Z,0,6,0,4507.954197,369.223146
531,Point Z,0,6,0,4507.954197,369.222818
532,Point Z,0,6,0,4507.954197,369.222161
533,Point Z,0,6,0,4507.954197,369.221505
534,Point Z,0,6,0,4507.954197,369.220849
535,Point Z,0,6,0,4507.954197,369.220193
536,Point Z,0,6,0,4507.954197,369.219537
537,Point Z,0,6,0,4507.954197,369.218881
538,Point Z,0,6,0,4507.954197,369.218224
539,Point Z,0,6,0,4507.954197,369.217568
540,Point Z,0,6,0,4507.954197,369.216584
541,Point Z,0,6,0,4507.954197,369.215928
542,Point Z,0,6,0,4507.954197,369.215272
543,Point Z,0,6,0,4507.954197,369.214287
544,Point Z,0,6,0,4507.954197,369.213631
545,Point Z,0,6,0,4507.954197,369.212975
546,Point Z,0,6,0,4507.954197,369.211991
547,Point Z,0,6,0,4507.954197,369.211335
548,Point Z,0,6,0,4507.954197,369.21035
549,Point Z,0,6,0,4507.954197,369.209694
550,Point Z,0,6,0,4507.954197,369.20871
551,Point Z,0,6,0,4507.954197,369.207726
552,Point Z,0,6,0,4507.954197,369.20707
553,Point Z,0,6,0,4507.954197,369.206085
554,Point Z,0,6,0,4507.954197,369.205101
555,Point Z,0,6,0,4507.954197,369.204445
556,Point Z,0,6,0,4507.954197,369.203461
557,Point Z,0,6,0,4507.954197,369.202476
558,Point Z,0,6,0,4507.954197,369.20182
559,Point Z,0,6,0,4507.954197,369.200836
560,Point Z,0,6,0,4507.954197,369.171965
561,Point Z,0,6,0,4507.954197,368.992503
562,Point Z,0,6,0,4507.954197,368.893094
563,Point Z,0,6,0,4507.954197,368.892766
564,Point Z,0,6,0,4507.954197,368.892438
565,Point Z,0,6,0,4507.954197,368.89211
566,Point Z,0,6,0,4507.954197,368.89211
567,Point Z,0,6,0,4507.954197,368.891782
568,Point Z,0,6,0,4507.954197,368.891453
569,Point Z,0,6,0,4507.954197,368.891453
570,Point Z,0,6,0,4507.954197,368.891125
571,Point Z,0,6,0,4507.954197,368.890797
572,Point Z,0,6,0,4507.954197,368.890469
573,Point Z,0,6,0,4507.954197,368.890141
574,Point Z,0,6,0,4507.954197,368.889485
575,Point Z,0,6,0,4507.954197,368.889157
